Date,Oil
08-Feb-14,1066.37
09-Feb-14,2348.58
10-Feb-14,777.43
11-Feb-14,571.03
12-Feb-14,1948.61
13-Feb-14,2425.01
14-Feb-14,2459.15
15-Feb-14,2377.57
16-Feb-14,2421.8
17-Feb-14,2383.68
18-Feb-14,1304.82
19-Feb-14,2246.9
20-Feb-14,2409.87
21-Feb-14,2411.82
22-Feb-14,2414.56
23-Feb-14,2399.16
24-Feb-14,2397.19
25-Feb-14,2377.88
26-Feb-14,2373.18
27-Feb-14,2346.5
28-Feb-14,2346.5
01-Mar-14,2294.74
02-Mar-14,2304.27
03-Mar-14,2322.73
04-Mar-14,2290.85
05-Mar-14,2286.88
06-Mar-14,2302.14
07-Mar-14,2304.68
08-Mar-14,2411.33
09-Mar-14,2388.35
10-Mar-14,2380.54
11-Mar-14,2379.58
12-Mar-14,2354.55
13-Mar-14,2373.82
14-Mar-14,2363.69
15-Mar-14,2377.23
16-Mar-14,2346.48
17-Mar-14,2352.39
18-Mar-14,2302.48
19-Mar-14,2263.57
20-Mar-14,2322.72
21-Mar-14,2317.04
22-Mar-14,1249.13
23-Mar-14,1861.42
24-Mar-14,466.76
25-Mar-14,456.57
26-Mar-14,2001.52
27-Mar-14,949.48
28-Mar-14,896.23
29-Mar-14,792.12
30-Mar-14,2176.62
31-Mar-14,2272.85
01-Apr-14,2279.07
02-Apr-14,2282.95
03-Apr-14,2290.61
04-Apr-14,2274.17
05-Apr-14,2281.6
06-Apr-14,1681.7
07-Apr-14,701.37
08-Apr-14,2023.71
09-Apr-14,2250.04
10-Apr-14,1702
11-Apr-14,2309.55
12-Apr-14,2302.25
13-Apr-14,2284.87
14-Apr-14,2292.63
15-Apr-14,2293.1
16-Apr-14,2284.04
17-Apr-14,2314.23
18-Apr-14,2293.08
19-Apr-14,2325.1
20-Apr-14,2320.37
21-Apr-14,2255.11
22-Apr-14,2768.82
23-Apr-14,3395.85
24-Apr-14,3490.79
25-Apr-14,3543.18
26-Apr-14,3627.52
27-Apr-14,3657.15
28-Apr-14,3682.43
29-Apr-14,3542.29
30-Apr-14,3449.17
01-May-14,3518.87
02-May-14,3375.94
03-May-14,3334.23
04-May-14,3254.38
05-May-14,3266.97
06-May-14,3281.75
07-May-14,3188.86
08-May-14,2700.81
09-May-14,1018.87
10-May-14,2511.4
11-May-14,2730.1
12-May-14,2738.63
13-May-14,2731.6
14-May-14,2727.66
15-May-14,2526.76
16-May-14,2465.85
17-May-14,2537.05
18-May-14,2576.85
19-May-14,2531.48
20-May-14,2498.94
21-May-14,2471.25
22-May-14,2474.19
23-May-14,2498.91
24-May-14,2518.7
25-May-14,2542.38
26-May-14,2573.12
27-May-14,2594.21
28-May-14,2618.64
29-May-14,2637.78
30-May-14,2665.06
31-May-14,2715.92
01-Jun-14,2748
02-Jun-14,2269.26
03-Jun-14,2670.48
04-Jun-14,2669.21
05-Jun-14,2760.95
06-Jun-14,2776.74
07-Jun-14,2806.17
08-Jun-14,2802.54
09-Jun-14,2617.87
10-Jun-14,2748.5
11-Jun-14,2831.33
12-Jun-14,2891.17
13-Jun-14,2872.25
14-Jun-14,2805.68
15-Jun-14,2813.92
16-Jun-14,2804.44
17-Jun-14,2793.17
18-Jun-14,2787.66
19-Jun-14,2757.76
20-Jun-14,2752.05
21-Jun-14,2742.37
22-Jun-14,2719.33
23-Jun-14,2678.75
24-Jun-14,2682.51
25-Jun-14,2666.44
26-Jun-14,1462.05
27-Jun-14,2058.78
28-Jun-14,2515.51
29-Jun-14,2519.16
30-Jun-14,2514.09
01-Jul-14,2525.39
02-Jul-14,2525.95
03-Jul-14,2528.86
04-Jul-14,2522.33
05-Jul-14,2517.13
06-Jul-14,2507.14
07-Jul-14,2492.91
08-Jul-14,2492.91
09-Jul-14,2485.98
10-Jul-14,2475.92
11-Jul-14,2475.5
12-Jul-14,2472.72
13-Jul-14,2450.61
14-Jul-14,2431.08
15-Jul-14,2460.09
16-Jul-14,2437.24
17-Jul-14,2425.45
18-Jul-14,2408.05
19-Jul-14,2404.64
20-Jul-14,2082.19
21-Jul-14,2274.85
22-Jul-14,2376.03
23-Jul-14,2355.12
24-Jul-14,2379.16
25-Jul-14,2379.21
26-Jul-14,2354.77
27-Jul-14,2372.35
28-Jul-14,2359.19
29-Jul-14,2369.5
30-Jul-14,2274.29
31-Jul-14,2364.69
01-Aug-14,2383.64
02-Aug-14,2386.17
03-Aug-14,2374.49
04-Aug-14,2446.36
05-Aug-14,2466.31
06-Aug-14,2441.75
07-Aug-14,2400.25
08-Aug-14,2390.02
09-Aug-14,2357.52
10-Aug-14,2353.39
11-Aug-14,2261.35
12-Aug-14,2212.01
13-Aug-14,2209.93
14-Aug-14,2235.53
15-Aug-14,2242.15
16-Aug-14,2231.93
17-Aug-14,2234.52
18-Aug-14,2222.89
19-Aug-14,116.78
20-Aug-14,0
21-Aug-14,0
22-Aug-14,0
23-Aug-14,0
24-Aug-14,0
25-Aug-14,1005.08
26-Aug-14,1103.23
27-Aug-14,1064.63
28-Aug-14,1069.95
29-Aug-14,1084.75
30-Aug-14,1039.88
31-Aug-14,1041.07
01-Sep-14,1048.07
02-Sep-14,1270.41
03-Sep-14,1948.94
04-Sep-14,2324.84
05-Sep-14,2405.17
06-Sep-14,2380.7
07-Sep-14,2361.84
08-Sep-14,2349.18
09-Sep-14,2341.88
10-Sep-14,2310.58
11-Sep-14,2260.92
12-Sep-14,2322.2
13-Sep-14,2318.37
14-Sep-14,2277.13
15-Sep-14,2275.29
16-Sep-14,2251.62
17-Sep-14,2240.76
18-Sep-14,2237.98
19-Sep-14,2218.45
20-Sep-14,2263.12
21-Sep-14,2270.82
22-Sep-14,2254.24
23-Sep-14,2253.31
24-Sep-14,2234.87
25-Sep-14,2223.08
26-Sep-14,2220.71
27-Sep-14,2195.4
28-Sep-14,2174.83
29-Sep-14,65.52
30-Sep-14,1089.19
01-Oct-14,1864.05
02-Oct-14,2107.72
03-Oct-14,2017.67
04-Oct-14,2115.68
05-Oct-14,2133.3
06-Oct-14,2112.91
07-Oct-14,2138.12
08-Oct-14,2107.18
09-Oct-14,2124.54
10-Oct-14,2114.92
11-Oct-14,2116.6
12-Oct-14,2104.15
13-Oct-14,2092.24
14-Oct-14,2093.52
15-Oct-14,2097.73
16-Oct-14,2094.21
17-Oct-14,2091.75
18-Oct-14,2084.84
19-Oct-14,2080.17
20-Oct-14,2064.7
21-Oct-14,2094.55
22-Oct-14,2076.53
23-Oct-14,2067.76
24-Oct-14,2045.35
25-Oct-14,2010.7
26-Oct-14,2137.38
27-Oct-14,2082.34
28-Oct-14,2077.67
29-Oct-14,1995.58
30-Oct-14,2085.17
31-Oct-14,2085.55
01-Nov-14,2064.19
02-Nov-14,2058.43
03-Nov-14,2048.68
04-Nov-14,2041.2
05-Nov-14,2018.43
06-Nov-14,2026.26
07-Nov-14,2065.09
08-Nov-14,2055.09
09-Nov-14,2044.4
10-Nov-14,1987.2
11-Nov-14,2056.1
12-Nov-14,2059.52
13-Nov-14,2026.24
14-Nov-14,2019.24
15-Nov-14,2038.2
16-Nov-14,2017.23
17-Nov-14,1995.03
18-Nov-14,2035.71
19-Nov-14,1982.57
20-Nov-14,2006
21-Nov-14,1992.17
22-Nov-14,1990.31
23-Nov-14,1918.42
24-Nov-14,1577.99
25-Nov-14,1351.97
26-Nov-14,605.8
27-Nov-14,637.02
28-Nov-14,977.28
29-Nov-14,754.1
30-Nov-14,469.74
01-Dec-14,448.71
02-Dec-14,460.07
03-Dec-14,456.05
04-Dec-14,662.11
05-Dec-14,905.35
06-Dec-14,605.76
07-Dec-14,532.66
08-Dec-14,497.84
09-Dec-14,511.2
10-Dec-14,604.73
11-Dec-14,474.03
12-Dec-14,564.74
13-Dec-14,469.43
14-Dec-14,628.57
15-Dec-14,579.26
16-Dec-14,610.34
17-Dec-14,629.74
18-Dec-14,637.14
19-Dec-14,641.69
20-Dec-14,646.83
21-Dec-14,603.83
22-Dec-14,578.51
23-Dec-14,588.51
24-Dec-14,589.76
25-Dec-14,603.12
26-Dec-14,618
27-Dec-14,598.5
28-Dec-14,600.28
29-Dec-14,623.21
30-Dec-14,669.81
31-Dec-14,693.54
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
