ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,zero_oil_production,zero_oil_production_lower,zero_oil_production_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-01-03,144.89828878947068,65.4425700907575,227.92674480656171,131.77415567980225,156.29699643243418,0.0,0.0,0.0,0.014836595999898068,0.014836595999898068,0.014836595999898068,0.014836595999898068,0.014836595999898068,0.014836595999898068,0.0,0.0,0.0,0.0,0.0,0.0,147.04808616131663
2016-01-04,144.83450822485727,64.97828385691213,227.08388596823727,131.54205285657056,156.37525474915603,0.0,0.0,0.0,-0.015047066601287257,-0.015047066601287257,-0.015047066601287257,-0.015047066601287257,-0.015047066601287257,-0.015047066601287257,0.0,0.0,0.0,0.0,0.0,0.0,142.65517373343314
2016-01-05,144.77072766024386,58.84665152390909,218.5805084324432,131.26394340757983,156.45992535461417,0.0,0.0,0.0,-0.012347686327524924,-0.012347686327524924,-0.012347686327524924,-0.012347686327524924,-0.012347686327524924,-0.012347686327524924,0.0,0.0,0.0,0.0,0.0,0.0,142.98314412568763
2016-01-06,144.70694709563048,57.3929198958774,219.1036459891027,131.0922806116565,156.51553467977698,0.0,0.0,0.0,-0.03605576418151639,-0.03605576418151639,-0.03605576418151639,-0.03605576418151639,-0.03605576418151639,-0.03605576418151639,0.0,0.0,0.0,0.0,0.0,0.0,139.48942753572328
2016-01-07,144.64316653101707,57.858221469923066,219.46857030106096,130.92180114792387,156.5323782067623,0.0,0.0,0.0,-0.009023289999992704,-0.009023289999992704,-0.009023289999992704,-0.009023289999992704,-0.009023289999992704,-0.009023289999992704,0.0,0.0,0.0,0.0,0.0,0.0,143.33800929289046
2016-01-08,144.57938596640366,69.78717313608189,230.85858357446224,130.75895225019866,156.60734271355332,0.0,0.0,0.0,0.019765755268955257,0.019765755268955257,0.019765755268955257,0.019765755268955257,0.019765755268955257,0.019765755268955257,0.0,0.0,0.0,0.0,0.0,0.0,147.4371067263514
2016-01-09,144.51560540179025,70.36989033644383,229.00028932015422,130.5725795405179,156.6898360526212,0.0,0.0,0.0,0.037871455841611695,0.037871455841611695,0.037871455841611695,0.037871455841611695,0.037871455841611695,0.037871455841611695,0.0,0.0,0.0,0.0,0.0,0.0,149.98862177018793
2016-01-10,144.45182483717682,66.86579225494705,226.30635349014887,130.3670107285002,156.832573465754,0.0,0.0,0.0,0.01483659599983703,0.01483659599983703,0.01483659599983703,0.01483659599983703,0.01483659599983703,0.01483659599983703,0.0,0.0,0.0,0.0,0.0,0.0,146.59499820372525
2016-01-11,144.38804427256346,62.74894412290937,223.5156520014722,130.19977849877685,156.8989806472203,0.0,0.0,0.0,-0.015047066601305118,-0.015047066601305118,-0.015047066601305118,-0.015047066601305118,-0.015047066601305118,-0.015047066601305118,0.0,0.0,0.0,0.0,0.0,0.0,142.215427753962
2016-01-12,144.32426370795002,59.703749369459814,220.26062340713605,130.01102924089662,156.98152956485143,0.0,0.0,0.0,-0.012347686327528532,-0.012347686327528532,-0.012347686327528532,-0.012347686327528532,-0.012347686327528532,-0.012347686327528532,0.0,0.0,0.0,0.0,0.0,0.0,142.54219297023275
2016-01-13,144.26048314333664,58.193515339510355,218.99442873781294,129.81101161477588,157.16199889545132,0.0,0.0,0.0,-0.03605576418151732,-0.03605576418151732,-0.03605576418151732,-0.03605576418151732,-0.03605576418151732,-0.03605576418151732,0.0,0.0,0.0,0.0,0.0,0.0,139.05906118240873
2016-01-14,144.1967025787232,60.11442048283495,226.80276558506836,129.59778768652967,157.2592705509683,0.0,0.0,0.0,-0.009023290000069743,-0.009023290000069743,-0.009023290000069743,-0.009023290000069743,-0.009023290000069743,-0.009023290000069743,0.0,0.0,0.0,0.0,0.0,0.0,142.8955739143016
2016-01-15,144.13292201410985,63.25282095201121,226.39618916394215,129.38513352240358,157.2878825901781,0.0,0.0,0.0,0.019765755268874603,0.019765755268874603,0.019765755268874603,0.019765755268874603,0.019765755268874603,0.019765755268874603,0.0,0.0,0.0,0.0,0.0,0.0,146.98181807682855
2016-01-16,144.0691414494964,68.05653933570896,227.1381643048324,129.17868962218878,157.406216517,0.0,0.0,0.0,0.037871455841645224,0.037871455841645224,0.037871455841645224,0.037871455841645224,0.037871455841645224,0.037871455841645224,0.0,0.0,0.0,0.0,0.0,0.0,149.52524957804476
2016-01-17,144.005360884883,57.733480886097716,232.8386498937451,128.97224572197396,157.4805955197398,0.0,0.0,0.0,0.014836595999826315,0.014836595999826315,0.014836595999826315,0.014836595999826315,0.014836595999826315,0.014836595999826315,0.0,0.0,0.0,0.0,0.0,0.0,146.14191024614118
2016-01-18,143.9415803202696,61.723469965248526,225.38348993747167,128.7803959980541,157.5672764938038,0.0,0.0,0.0,-0.015047066601285686,-0.015047066601285686,-0.015047066601285686,-0.015047066601285686,-0.015047066601285686,-0.015047066601285686,0.0,0.0,0.0,0.0,0.0,0.0,141.7756817744962
2016-01-19,143.87779975565618,55.89733848544843,222.09759105426775,128.5593579215444,157.65634216544618,0.0,0.0,0.0,-0.012347686327491104,-0.012347686327491104,-0.012347686327491104,-0.012347686327491104,-0.012347686327491104,-0.012347686327491104,0.0,0.0,0.0,0.0,0.0,0.0,142.10124181478378
2016-01-20,143.8140191910428,56.91021154102801,207.79455882313516,128.362437714527,157.72000296557525,0.0,0.0,0.0,-0.03605576418151138,-0.03605576418151138,-0.03605576418151138,-0.03605576418151138,-0.03605576418151138,-0.03605576418151138,0.0,0.0,0.0,0.0,0.0,0.0,138.62869482909522
