ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,zero_oil_production,zero_oil_production_lower,zero_oil_production_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2008-02-22,2792.6320334588086,0.0,727.4559195627771,2792.6320334588086,2792.6320334588086,-0.905594,-0.905594,-0.905594,-0.9318352455145963,-0.9318352455145963,-0.9318352455145963,0.0022920367551074704,0.0022920367551074704,0.0022920367551074704,-0.028533282269703752,-0.028533282269703752,-0.028533282269703752,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,190.3590769287934
2008-02-23,2795.9888357756895,0.0,695.1498048583007,2795.9888357756895,2795.9888357756895,-0.905594,-0.905594,-0.905594,-0.9495858873306194,-0.9495858873306194,-0.9495858873306194,-0.010777607174662623,-0.010777607174662623,-0.010777607174662623,-0.03321428015595681,-0.03321428015595681,-0.03321428015595681,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,140.9572961891258
2008-02-24,2799.3456380925704,0.0,719.6577267575309,2799.3456380925704,2799.3456380925704,-0.905594,-0.905594,-0.905594,-0.9426237125692372,-0.9426237125692372,-0.9426237125692372,0.0010520357919714559,0.0010520357919714559,0.0010520357919714559,-0.03808174836120856,-0.03808174836120856,-0.03808174836120856,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,160.61605994925154
2008-02-25,2802.7024404094514,0.0,639.590778983504,2802.7024404094514,2802.7024404094514,-0.905594,-0.905594,-0.905594,-0.9647296726872236,-0.9647296726872236,-0.9647296726872236,-0.016132018176482025,-0.016132018176482025,-0.016132018176482025,-0.043003654510741604,-0.043003654510741604,-0.043003654510741604,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,98.8522324335584
2008-02-26,2806.0592427263323,0.0,742.9091955435592,2806.0592427263323,2806.0592427263323,-0.905594,-0.905594,-0.905594,-0.9247080174014287,-0.9247080174014287,-0.9247080174014287,0.02872742807844634,0.02872742807844634,0.02872742807844634,-0.047841445479875094,-0.047841445479875094,-0.047841445479875094,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,211.27376367391113
2008-02-27,2809.416045043213,0.0,593.2701305086455,2809.416045043213,2809.416045043213,-0.905594,-0.905594,-0.905594,-0.9686608144050419,-0.9686608144050419,-0.9686608144050419,-0.01061235527447482,-0.01061235527447482,-0.01061235527447482,-0.052454459130567135,-0.052454459130567135,-0.052454459130567135,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,88.04481084906236
2008-02-28,2812.7728473600937,0.0,677.8698071108714,2812.7728473600937,2812.7728473600937,-0.905594,-0.905594,-0.905594,-0.9568480014878415,-0.9568480014878415,-0.9568480014878415,0.005450479999974547,0.005450479999974547,0.005450479999974547,-0.056704481487816115,-0.056704481487816115,-0.056704481487816115,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,121.37676972432246
2008-02-29,2816.1296496769746,0.0,687.4437074969761,2816.1296496769746,2816.1296496769746,-0.905594,-0.905594,-0.905594,-0.9637622714230053,-0.9637622714230053,-0.9637622714230053,0.0022920367550127363,0.0022920367550127363,0.0022920367550127363,-0.06046030817801801,-0.06046030817801801,-0.06046030817801801,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,102.05014188262138
2008-03-01,2819.4864519938556,0.0,575.395704123166,2819.4864519938556,2819.4864519938556,-0.905594,-0.905594,-0.905594,-0.9799737747957924,-0.9799737747957924,-0.9799737747957924,-0.010777607174558217,-0.010777607174558217,-0.010777607174558217,-0.06360216762123412,-0.06360216762123412,-0.06360216762123412,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,56.46367064784122
2008-03-02,2822.8432543107365,0.0,583.0024172951798,2822.8432543107365,2822.8432543107365,-0.905594,-0.905594,-0.905594,-0.970567830680354,-0.970567830680354,-0.970567830680354,0.0010520357920679934,0.0010520357920679934,0.0010520357920679934,-0.06602586647242197,-0.06602586647242197,-0.06602586647242197,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,83.08240062369408
2008-03-03,2826.200056627617,0.0,582.3897460267276,2826.200056627617,2826.200056627617,-0.905594,-0.905594,-0.905594,-0.9893725432433842,-0.9893725432433842,-0.9893725432433842,-0.016132018176475506,-0.016132018176475506,-0.016132018176475506,-0.06764652506690864,-0.06764652506690864,-0.06764652506690864,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,30.03531888735514
2008-03-04,2829.5568589444983,0.0,685.7455363927378,2829.5568589444983,2829.5568589444983,-0.905594,-0.905594,-0.905594,-0.9452683538624989,-0.9452683538624989,-0.9452683538624989,0.028727428078440947,0.028727428078440947,0.028727428078440947,-0.06840178194093983,-0.06840178194093983,-0.06840178194093983,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,154.86630472968952
2008-03-05,2832.913661261379,0.0,616.2202743495337,2832.913661261379,2832.913661261379,-0.905594,-0.905594,-0.905594,-0.9844607168169889,-0.9844607168169889,-0.9844607168169889,-0.010612355274466873,-0.010612355274466873,-0.010612355274466873,-0.06825436154252203,-0.06825436154252203,-0.06825436154252203,-0.905594,-0.905594,-0.905594,0.0,0.0,0.0,44.02144761536141
