ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-05-13,3175.696653559419,23504.129188940988,27066.367712496347,2962.3925891960566,3411.366848732138,6.934170938729596,6.934170938729596,6.934170938729596,6.934170938729596,6.934170938729596,6.934170938729596,0.0,0.0,0.0,25196.52009889197
2016-05-14,3167.1028343746116,25515.84576046646,29547.285076398286,2946.661630203951,3412.226740575022,7.659238474698046,7.659238474698046,7.659238474698046,7.659238474698046,7.659238474698046,7.659238474698046,0.0,0.0,0.0,27424.69871674187
2016-05-15,3158.509015189803,27463.152246558242,32051.986656590063,2929.2881284920795,3418.744620516155,8.375367339239508,8.375367339239508,8.375367339239508,8.375367339239508,8.375367339239508,8.375367339239508,0.0,0.0,0.0,29612.182261704023
2016-05-16,3149.9151960049944,29242.455774508904,34441.380787426686,2906.100774918935,3422.767368253035,9.062436934883813,9.062436934883813,9.062436934883813,9.062436934883813,9.062436934883813,9.062436934883813,0.0,0.0,0.0,31695.82301003244
2016-05-17,3141.3213768201886,30902.45083860677,36653.53523982881,2888.5137493450766,3426.0790854488673,9.698391463436941,9.698391463436941,9.698391463436941,9.698391463436941,9.698391463436941,9.698391463436941,0.0,0.0,0.0,33607.08580168508
2016-05-18,3132.72755763538,32329.41592148214,38615.42533567392,2871.231996592596,3429.503491664769,10.259771401199483,10.259771401199483,10.259771401199483,10.259771401199483,10.259771401199483,10.259771401199483,0.0,0.0,0.0,35273.796161212354
2016-05-19,3124.1337384505728,33456.182572555444,40272.30372846334,2854.057823928354,3435.5229649058856,10.722321212998638,10.722321212998638,10.722321212998638,10.722321212998638,10.722321212998638,10.722321212998638,0.0,0.0,0.0,36622.09919448389
2016-05-20,3115.5399192657637,34192.5778878358,41557.37285845409,2834.815793442262,3445.4113783012585,11.0616577514151,11.0616577514151,11.0616577514151,11.0616577514151,11.0616577514151,11.0616577514151,0.0,0.0,0.0,37578.57621705507
2016-05-21,3106.946100080955,34579.414008498126,42239.97910989952,2821.892133562087,3447.041200309506,11.253981503158993,11.253981503158993,11.253981503158993,11.253981503158993,11.253981503158993,11.253981503158993,0.0,0.0,0.0,38072.46004170399
2016-05-22,3098.3522808961493,34442.79543717955,42382.27126791115,2805.5164581130884,3452.2215187530815,11.276811043834948,11.276811043834948,11.276811043834948,11.276811043834948,11.276811043834948,11.276811043834948,0.0,0.0,0.0,38037.88549979705
2016-05-23,3089.7584617113407,33778.55193631665,41855.29919151369,2789.3751859386916,3456.3391936430594,11.109719806572352,11.109719806572352,11.109719806572352,11.109719806572352,11.109719806572352,11.109719806572352,0.0,0.0,0.0,37416.10924131035
2016-05-24,3081.164642526532,32453.35522466492,40615.72744095102,2765.505494858885,3461.060239697638,10.735053604289359,10.735053604289359,10.735053604289359,10.735053604289359,10.735053604289359,10.735053604289359,0.0,0.0,0.0,36157.63224368991
2016-05-25,3072.570823341725,30562.74413508085,38600.74237682873,2743.8568678038446,3465.4909129607295,10.138607298806424,10.138607298806424,10.138607298806424,10.138607298806424,10.138607298806424,10.138607298806424,0.0,0.0,0.0,34224.1597989738
2016-05-26,3063.977004156916,28078.765572082935,35732.00309290621,2723.3863305098025,3465.6811580040144,9.310239593321063,9.310239593321063,9.310239593321063,9.310239593321063,9.310239593321063,9.310239593321063,0.0,0.0,0.0,31590.33702128389
2016-05-27,3055.3831849721087,24991.69452984447,32115.551891612922,2703.439699170217,3474.0524635632787,8.244406130633594,8.244406130633594,8.244406130633594,8.244406130633594,8.244406130633594,8.244406130633594,0.0,0.0,0.0,28245.20304659096
2016-05-28,3046.7893657873014,21285.895400674446,27575.599277233763,2680.64308491703,3472.7380794666897,6.940592882841982,6.940592882841982,6.940592882841982,6.940592882841982,6.940592882841982,6.940592882841982,0.0,0.0,0.0,24193.313953489283
2016-05-29,3038.195546602493,16984.32435329771,22255.470754530874,2652.2946015183984,3475.4438099753843,5.4036341751506285,5.4036341751506285,5.4036341751506285,5.4036341751506285,5.4036341751506285,5.4036341751506285,0.0,0.0,0.0,19455.492833014167
2016-05-30,3029.6017274176857,12207.845652216216,16177.131419886051,2628.7902368683226,3483.5208722678917,3.643902538206108,3.643902538206108,3.643902538206108,3.643902538206108,3.643902538206108,3.643902538206108,0.0,0.0,0.0,14069.1751517086
2016-05-31,3021.007908232877,6962.79446786205,9338.67310809837,2600.6186108871198,3488.01435992005,1.6773608547095256,1.6773608547095256,1.6773608547095256,1.6773608547095256,1.6773608547095256,1.6773608547095256,0.0,0.0,0.0,8088.328315270612
2016-06-01,3012.41408904807,1352.7389018342085,1835.7671514697386,2574.3366176472355,3493.5659714011863,-0.4745291299898815,-0.4745291299898815,-0.4745291299898815,-0.4745291299898815,-0.4745291299898815,-0.4745291299898815,0.0,0.0,0.0,1582.9358522028278
2016-06-02,3003.820269863262,-6255.236294975677,-4544.599963725112,2545.931584886047,3504.247629699954,-2.78504402518647,-2.78504402518647,-2.78504402518647,-2.78504402518647,-2.78504402518647,-2.78504402518647,0.0,0.0,0.0,-5361.951425453426
2016-06-03,2995.2264506784536,-14803.917548974065,-10653.64342645832,2523.017626131703,3505.894032201654,-5.2225798648131665,-5.2225798648131665,-5.2225798648131665,-5.2225798648131665,-5.2225798648131665,-5.2225798648131665,0.0,0.0,0.0,-12647.582901190644
2016-06-04,2986.6326314936464,-23698.487430004378,-16880.509380218307,2500.382371754553,3510.2779706689457,-7.751171169150654,-7.751171169150654,-7.751171169150654,-7.751171169150654,-7.751171169150654,-7.751171169150654,0.0,0.0,0.0,-20163.268114584454
2016-06-05,2978.038812308838,-32784.62120235681,-23126.640764564763,2478.4372662373744,3513.464310658719,-10.331138245500734,-10.331138245500734,-10.331138245500734,-10.331138245500734,-10.331138245500734,-10.331138245500734,0.0,0.0,0.0,-27788.49185812058
2016-06-06,2969.444993124029,-41948.7405276439,-29203.71495384364,2450.007063811795,3519.2341376036998,-12.919849287468459,-12.919849287468459,-12.919849287468459,-12.919849287468459,-12.919849287468459,-12.919849287468459,0.0,0.0,0.0,-35395.33678546624
2016-06-07,2960.8511739392234,-50994.780689612475,-35043.19295456363,2421.350709601614,3523.544460358375,-15.472580455064694,-15.472580455064694,-15.472580455064694,-15.472580455064694,-15.472580455064694,-15.472580455064694,0.0,0.0,0.0,-42851.15683030816
2016-06-08,2952.2573547544143,-59749.10688111201,-40535.96600884896,2392.426340889095,3526.3828944160996,-17.943454148439187,-17.943454148439187,-17.943454148439187,-17.943454148439187,-17.943454148439187,-17.943454148439187,0.0,0.0,0.0,-50021.43712467378
2016-06-09,2943.663535569607,-68062.3408742909,-45592.380444055765,2363.9612330775904,3529.0268613086837,-20.286433214798787,-20.286433214798787,-20.286433214798787,-20.286433214798787,-20.286433214798787,-20.286433214798787,0.0,0.0,0.0,-56772.7701856017
2016-06-10,2935.0697163847985,-75742.55380158516,-50156.16462152936,2337.591054036172,3530.076861140368,-22.45634692438136,-22.45634692438136,-22.45634692438136,-22.45634692438136,-22.45634692438136,-22.45634692438136,0.0,0.0,0.0,-62975.87408199785
2016-06-11,2926.47589719999,-82808.4019221835,-54215.27463570572,2315.9099666667976,3537.320517566666,-24.409923277105598,-24.409923277105598,-24.409923277105598,-24.409923277105598,-24.409923277105598,-24.409923277105598,0.0,0.0,0.0,-68508.57622575054
2016-06-12,2917.8820780151827,-88860.63610454337,-57590.19544464547,2293.808521116163,3539.3053056771623,-26.106801598002104,-26.106801598002104,-26.106801598002104,-26.106801598002104,-26.106801598002104,-26.106801598002104,0.0,0.0,0.0,-73258.68641909328
2016-06-13,2909.2882588303755,-93967.29534451076,-60258.103069628036,2272.990108513849,3544.5313072728013,-27.51049947070542,-27.51049947070542,-27.51049947070542,-27.51049947070542,-27.51049947070542,-27.51049947070542,0.0,0.0,0.0,-77126.68484585216
2016-06-14,2900.6944396455683,-97969.54490543966,-62187.73016427935,2254.05175988899,3550.996708383628,-28.589308848080933,-28.589308848080933,-28.589308848080933,-28.589308848080933,-28.589308848080933,-28.589308848080933,0.0,0.0,0.0,-80028.15476929264
2016-06-15,2892.1006204607593,-100629.89915104845,-63194.43718037289,2231.6707014615167,3553.6798433691065,-29.317097652625577,-29.317097652625577,-29.317097652625577,-29.317097652625577,-29.317097652625577,-29.317097652625577,0.0,0.0,0.0,-81895.89569080634
2016-06-16,2883.5068012759507,-102190.49294626925,-63291.01654873523,2207.261872007571,3563.873533056134,-29.67399530278496,-29.67399530278496,-29.67399530278496,-29.67399530278496,-29.67399530278496,-29.67399530278496,0.0,0.0,0.0,-82681.6604753351
2016-06-17,2874.9129820911435,-102241.91368510666,-62574.24514107599,2184.325372470743,3569.033964174157,-29.646943321799043,-29.646943321799043,-29.646943321799043,-29.646943321799043,-29.646943321799043,-29.646943321799043,0.0,0.0,0.0,-82357.46925306926
2016-06-18,2866.3191629063363,-100866.51099650942,-61198.96019554362,2167.8623204615624,3573.0134610764644,-29.230095434605875,-29.230095434605875,-29.230095434605875,-29.230095434605875,-29.230095434605875,-29.230095434605875,0.0,0.0,0.0,-80916.4635148855
2016-06-19,2857.7253437215277,-98108.21241892074,-58931.593846433156,2148.8231584853042,3577.3205019712755,-28.425055251235502,-28.425055251235502,-28.425055251235502,-28.425055251235502,-28.425055251235502,-28.425055251235502,0.0,0.0,0.0,-78373.27544441886
2016-06-20,2849.1315245367205,-93995.86645279099,-55892.369523230125,2129.9679696992475,3582.0307232602054,-27.240943675398736,-27.240943675398736,-27.240943675398736,-27.240943675398736,-27.240943675398736,-27.240943675398736,0.0,0.0,0.0,-74763.89985917101
2016-06-21,2840.5377053519114,-88569.1253434562,-52123.65337875389,2110.7571098675467,3586.623325869725,-25.694292457510997,-25.694292457510997,-25.694292457510997,-25.694292457510997,-25.694292457510997,-25.694292457510997,0.0,0.0,0.0,-70145.0688325473
2016-06-22,2831.943886167104,-81876.1596380632,-47524.30664720128,2083.5984426396135,3589.679697582682,-23.808764718728963,-23.808764718728963,-23.808764718728963,-23.808764718728963,-23.808764718728963,-23.808764718728963,0.0,0.0,0.0,-64593.14179622844
2016-06-23,2823.350066982297,-74121.73111206685,-42423.31899498473,2057.915136908252,3595.575170606223,-21.614707688227178,-21.614707688227178,-21.614707688227178,-21.614707688227178,-21.614707688227178,-21.614707688227178,0.0,0.0,0.0,-58202.53633237667
2016-06-24,2814.7562477974884,-65350.588353278436,-36906.08787995601,2033.5560455703796,3600.871608415924,-19.148547201935454,-19.148547201935454,-19.148547201935454,-19.148547201935454,-19.148547201935454,-19.148547201935454,0.0,0.0,0.0,-51083.736625095444
2016-06-25,2806.162428612681,-55753.82909187134,-31037.66833939458,2008.645666065068,3608.1862190013826,-16.45203759092822,-16.45203759092822,-16.45203759092822,-16.45203759092822,-16.45203759092822,-16.45203759092822,0.0,0.0,0.0,-43360.92733317358
2016-06-26,2797.5686094278726,-45461.73304764699,-24875.781999967952,1978.7623498775804,3616.2869457880442,-13.571384331442536,-13.571384331442536,-13.571384331442536,-13.571384331442536,-13.571384331442536,-13.571384331442536,0.0,0.0,0.0,-35169.31018269704
2016-06-27,2788.9747902430654,-34642.7973160111,-18654.289211822346,1952.0491225575117,3625.141721516385,-10.55626013521504,-10.55626013521504,-10.55626013521504,-10.55626013521504,-10.55626013521504,-10.55626013521504,0.0,0.0,0.0,-26652.168606119532
2016-06-28,2780.3809710582564,-23461.29063497398,-12453.507160476474,1928.1641830808992,3632.488399361369,-7.458737938230652,-7.458737938230652,-7.458737938230652,-7.458737938230652,-7.458737938230652,-7.458737938230652,0.0,0.0,0.0,-17957.75206050854
