ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,zero_oil_production,zero_oil_production_lower,zero_oil_production_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2013-07-24,800.16231621,552.7978767161035,1167.84768313104,800.16231621,800.16231621,0.0,0.0,0.0,0.06294948599526973,0.06294948599526973,0.06294948599526973,-0.0016006308415451743,-0.0016006308415451743,-0.0016006308415451743,0.0645501168368149,0.0645501168368149,0.0645501168368149,0.0,0.0,0.0,0.0,0.0,0.0,850.532122728204
2013-07-25,806.2021355831461,552.3910229286914,1182.9698041458046,806.2021355831461,806.2021355831461,0.0,0.0,0.0,0.07834399542535564,0.07834399542535564,0.07834399542535564,0.012738439999963653,0.012738439999963653,0.012738439999963653,0.06560555542539198,0.06560555542539198,0.06560555542539198,0.0,0.0,0.0,0.0,0.0,0.0,869.363232005184
2013-07-26,812.2419549562921,542.4382474884601,1160.1683947068202,812.2419549562921,812.2419549562921,0.0,0.0,0.0,0.05731046784144184,0.05731046784144184,0.05731046784144184,-0.009276208129141247,-0.009276208129141247,-0.009276208129141247,0.06658667597058308,0.06658667597058308,0.06658667597058308,0.0,0.0,0.0,0.0,0.0,0.0,858.7919213952845
2013-07-27,818.2817743294382,543.7158474672068,1180.6487694157763,818.2817743294382,818.2817743294382,0.0,0.0,0.0,0.05777264421360191,0.05777264421360191,0.05777264421360191,-0.00957549493120122,-0.00957549493120122,-0.00957549493120122,0.06734813914480313,0.06734813914480313,0.06734813914480313,0.0,0.0,0.0,0.0,0.0,0.0,865.5560761442478
2013-07-28,824.3215937025843,570.4452235731044,1195.6611362977933,824.3215937025843,824.3215937025843,0.0,0.0,0.0,0.07352600661396609,0.07352600661396609,0.07352600661396609,0.005780210373251523,0.005780210373251523,0.005780210373251523,0.06774579624071456,0.06774579624071456,0.06774579624071456,0.0,0.0,0.0,0.0,0.0,0.0,884.9306686531955
2013-07-29,830.3614130757304,568.4159426019281,1179.884730040766,830.3614130757304,830.3614130757304,0.0,0.0,0.0,0.05679082700460385,0.05679082700460385,0.05679082700460385,-0.010849432052607431,-0.010849432052607431,-0.010849432052607431,0.06764025905721129,0.06764025905721129,0.06764025905721129,0.0,0.0,0.0,0.0,0.0,0.0,877.5183244370126
2013-07-30,836.4012324488764,591.9350984621199,1204.7363032124936,836.4012324488764,836.4012324488764,0.0,0.0,0.0,0.07968336627760525,0.07968336627760525,0.07968336627760525,0.012783115581332787,0.012783115581332787,0.012783115581332787,0.06690025069627246,0.06690025069627246,0.06690025069627246,0.0,0.0,0.0,0.0,0.0,0.0,903.0484982091407
2013-07-31,842.4410518220225,594.0651319626684,1192.469804149856,842.4410518220225,842.4410518220225,0.0,0.0,0.0,0.06380502260919634,0.06380502260919634,0.06380502260919634,-0.0016006308415095361,-0.0016006308415095361,-0.0016006308415095361,0.06540565345070587,0.06540565345070587,0.06540565345070587,0.0,0.0,0.0,0.0,0.0,0.0,896.1930221804419
2013-08-01,848.4808711951686,409.3030345918122,1028.927213199433,848.4808711951686,848.4808711951686,-0.222043,-0.222043,-0.222043,-0.1462543776350621,-0.1462543776350621,-0.1462543776350621,0.012738440000026354,0.012738440000026354,0.012738440000026354,0.06305018236491154,0.06305018236491154,0.06305018236491154,-0.222043,-0.222043,-0.222043,0.0,0.0,0.0,724.3868294432639
2013-08-02,854.5206905683146,401.5835001799982,1029.0820063615283,854.5206905683146,854.5206905683146,-0.222043,-0.222043,-0.222043,-0.17157558092372935,-0.17157558092372935,-0.17157558092372935,-0.009276208129209368,-0.009276208129209368,-0.009276208129209368,0.05974362720548,0.05974362720548,0.05974362720548,-0.222043,-0.222043,-0.222043,0.0,0.0,0.0,707.9058066727097
